Booking_ID,Pickup_Location,Vehicle_Type,Booking_Status,Booking_Value,Driver_Rating
CNR6828977456,Jayanagar,Prime Plus,Canceled by Customer,147,
CNR3101755592,Kengeri,Prime Plus,Success,222,4.7
CNR9886431388,Vijayanagar,Prime Sedan,Canceled by Driver,126,
CNR7329654011,Marathahalli,Prime Sedan,Success,528,4.9
CNR5581714042,BTM Layout,Prime SUV,Canceled by Customer,182,
CNR3633931909,KR Puram,Mini,Canceled by Driver,296,
CNR9045676104,Kammanahalli,Bike,Success,1222,3.4
CNR6600180077,Mysore Road,Prime SUV,Success,113,4.0
CNR5818495882,Bannerghatta Road,Auto,Success,134,3.1
CNR7041673815,Rajajinagar,Prime Plus,Driver Not Found,256,
CNR7094435052,Padmanabhanagar,Prime Sedan,Success,2322,3.8
CNR4386593235,Hennur,Prime SUV,Success,386,3.9
CNR5046417373,Frazer Town,eBike,Canceled by Driver,341,
CNR4293484854,Shantinagar,Prime Sedan,Success,1369,4.1
CNR6958820835,Hennur,Mini,Success,395,4.3
CNR4739085893,Sarjapur Road,Prime Sedan,Canceled by Driver,432,
CNR9104378229,KR Puram,Mini,Canceled by Driver,284,
CNR4534863735,Basavanagudi,Prime Sedan,Success,208,4.9
CNR1077663251,Jayanagar,Prime SUV,Success,531,3.8
CNR6869429274,Rajajinagar,Prime Sedan,Success,697,4.5
CNR8958973082,Sahakar Nagar,Prime SUV,Success,377,4.7
CNR5288504801,Koramangala,Auto,Success,239,3.2
CNR3731033080,Chamarajpet,eBike,Canceled by Customer,181,
CNR2058734182,Vijayanagar,Bike,Canceled by Driver,356,
CNR5004281816,Mysore Road,Prime SUV,Canceled by Customer,620,
CNR1019725528,Bannerghatta Road,Auto,Success,302,3.1
CNR1740611669,Vijayanagar,Bike,Success,308,4.3
CNR9026899537,Majestic,Prime Sedan,Success,279,4.7
CNR1159851195,Rajarajeshwari Nagar,eBike,Success,649,4.4
CNR4266854809,Richmond Town,Auto,Canceled by Customer,181,
CNR6961849860,Bellandur,Prime SUV,Success,361,3.3
CNR2585994196,Rajarajeshwari Nagar,Auto,Success,248,4.4
CNR8601188773,Ulsoor,Mini,Driver Not Found,791,
CNR3472637240,Kammanahalli,Prime SUV,Driver Not Found,342,
CNR3152234394,KR Puram,eBike,Success,335,4.4
CNR9362334566,Devanahalli,Bike,Driver Not Found,402,
CNR7028452587,Tumkur Road,Bike,Success,577,3.9
CNR3579063873,Langford Town,Bike,Success,267,5.0
CNR7315290710,Langford Town,Prime SUV,Success,237,3.9
CNR1197071751,Rajarajeshwari Nagar,Prime Sedan,Driver Not Found,117,
CNR5345070563,Malleshwaram,Bike,Success,137,4.2
CNR7896676863,Rajajinagar,Prime Sedan,Success,432,4.7
CNR5071851514,Rajajinagar,Prime Plus,Success,128,3.4
CNR2331965514,Ulsoor,Auto,Success,429,4.4
CNR1500897902,Shivajinagar,eBike,Success,444,4.9
CNR2870348821,Koramangala,Prime Sedan,Success,206,3.8
CNR5382924871,Whitefield,Bike,Success,362,4.5
CNR9699901966,Ulsoor,eBike,Canceled by Driver,409,
CNR2369888759,Marathahalli,Bike,Driver Not Found,476,
CNR3070985317,Ulsoor,Auto,Canceled by Driver,141,
CNR9937231449,Tumkur Road,eBike,Canceled by Customer,443,
CNR5352969514,Kadugodi,Auto,Success,408,4.8
CNR5365612115,Shivajinagar,Prime Plus,Success,175,3.4
CNR4840279594,Hosur Road,eBike,Success,191,4.9
CNR3663166212,Whitefield,Auto,Success,506,4.8
CNR6244871794,Indiranagar,Prime Sedan,Canceled by Driver,303,
CNR1940907620,Jayanagar,Auto,Canceled by Driver,168,
CNR8316414284,Richmond Town,eBike,Success,743,3.7
CNR7882718309,Banashankari,Mini,Success,255,3.4
CNR7415367880,Hennur,Bike,Driver Not Found,243,
CNR4732479543,Ramamurthy Nagar,eBike,Canceled by Driver,456,
CNR9857225605,Kammanahalli,Prime Sedan,Success,394,4.7
CNR5471427707,Padmanabhanagar,eBike,Canceled by Customer,817,
CNR2666985144,Bellandur,Prime Plus,Canceled by Driver,527,
CNR8022232507,Nagarbhavi,eBike,Success,227,4.4
CNR6793856057,Chickpet,Mini,Canceled by Customer,254,
CNR1626188196,Richmond Town,Auto,Driver Not Found,552,
CNR6582821964,Basavanagudi,Auto,Driver Not Found,109,
CNR9198835461,Rajarajeshwari Nagar,Bike,Canceled by Driver,400,
CNR2439442119,HSR Layout,Auto,Success,516,4.3
CNR8227922139,Kengeri,Mini,Success,279,4.8
CNR1850386317,Basavanagudi,Auto,Success,2966,4.9
CNR6173680572,Ulsoor,Prime Sedan,Canceled by Customer,318,
CNR2209821541,Malleshwaram,Prime Plus,Driver Not Found,613,
CNR4357466643,Tumkur Road,Prime SUV,Success,363,4.5
CNR4853846148,Kammanahalli,Prime Plus,Success,2131,3.1
CNR3928513321,Chamarajpet,Auto,Success,441,4.6
CNR7541789118,Banashankari,Mini,Success,754,4.2
CNR7235406574,Hebbal,Prime Sedan,Success,547,3.7
CNR2927080915,Majestic,Auto,Success,470,4.2
CNR8992478086,Chamarajpet,Bike,Success,196,4.1
CNR8162381193,JP Nagar,Prime Plus,Success,226,3.3
CNR7072801652,Majestic,Mini,Success,130,3.6
CNR9521742426,Mysore Road,Auto,Success,638,3.9
CNR7605740576,Jayanagar,Bike,Success,332,3.1
CNR6839478764,Mysore Road,Prime SUV,Canceled by Driver,247,
CNR6571269364,Yelahanka,Prime Plus,Success,299,3.9
CNR7404218031,Marathahalli,eBike,Success,719,4.8
CNR5372151831,JP Nagar,Bike,Success,969,4.2
CNR5496850035,Rajajinagar,Prime Sedan,Success,394,4.7
CNR5965855153,Tumkur Road,Bike,Driver Not Found,215,
CNR9310910635,Vijayanagar,Bike,Canceled by Customer,699,
CNR8131877912,Tumkur Road,eBike,Driver Not Found,222,
CNR1731209919,Ramamurthy Nagar,Prime SUV,Success,845,3.3
CNR3180210609,Jayanagar,Auto,Success,1438,4.9
CNR3032540824,Whitefield,Prime SUV,Success,180,4.8
CNR2615935603,Sahakar Nagar,Bike,Driver Not Found,266,
CNR9351229680,Mysore Road,Auto,Canceled by Customer,455,
CNR1803174594,HSR Layout,Prime Sedan,Success,499,4.1
CNR7978024564,Banashankari,Auto,Success,958,4.4
CNR4851555604,Tumkur Road,eBike,Success,937,5.0
CNR2598147959,Bannerghatta Road,Prime Sedan,Success,253,4.3
CNR7209000219,Magadi Road,Bike,Success,227,4.6
CNR5949535092,Koramangala,eBike,Driver Not Found,841,
CNR3533655898,Nagarbhavi,eBike,Success,161,4.0
CNR1484428881,Jayanagar,Mini,Success,662,4.6
CNR2852568403,Yeshwanthpur,Auto,Success,371,4.4
CNR1308879623,Ramamurthy Nagar,Prime Sedan,Success,1955,4.8
CNR8664922075,MG Road,Prime SUV,Success,410,4.6
CNR2645295144,Sarjapur Road,eBike,Success,663,3.4
CNR8536957525,Ulsoor,Prime Plus,Success,491,4.9
CNR4913728312,Jayanagar,Prime SUV,Success,412,4.1
CNR5036915108,Kammanahalli,Mini,Success,971,4.9
CNR2530776934,BTM Layout,Prime Plus,Success,265,3.7
CNR6837065921,Yelahanka,Auto,Success,261,4.4
CNR6756014670,Vijayanagar,Bike,Canceled by Customer,126,
CNR2665253514,Mysore Road,Bike,Canceled by Driver,156,
CNR2675436545,Banashankari,Prime SUV,Success,950,3.9
CNR9726234666,Magadi Road,eBike,Success,457,3.4
CNR2173472664,Tumkur Road,Auto,Canceled by Driver,415,
CNR6458633744,Shantinagar,Mini,Driver Not Found,306,
CNR9335132039,Koramangala,Prime Plus,Driver Not Found,895,
CNR1722712445,Kengeri,Bike,Canceled by Driver,344,
CNR7334550088,Jayanagar,Auto,Driver Not Found,471,
CNR9660273804,Richmond Town,Bike,Canceled by Driver,427,
CNR2415717408,Chamarajpet,Prime Plus,Success,108,4.1
CNR5648324304,Koramangala,Bike,Success,412,4.8
CNR1255226904,Shantinagar,Bike,Canceled by Driver,409,
CNR4644955917,Bannerghatta Road,Bike,Canceled by Driver,190,
CNR4949695334,Hennur,Prime Plus,Success,353,5.0
CNR8945133577,Bellandur,Bike,Success,488,3.4
CNR8629824083,Shantinagar,eBike,Success,596,4.4
CNR9510799716,Rajarajeshwari Nagar,eBike,Success,631,3.2
CNR4637342914,Hennur,Prime SUV,Canceled by Driver,989,
CNR8885895513,Whitefield,eBike,Canceled by Driver,531,
CNR2434479734,Whitefield,Mini,Canceled by Driver,415,
CNR2946215461,Whitefield,Prime Sedan,Canceled by Driver,291,
CNR7527347771,Kengeri,Auto,Canceled by Driver,205,
CNR9699773418,Cox Town,eBike,Success,496,3.5
CNR2859526743,Majestic,Mini,Success,357,3.5
CNR8858656562,RT Nagar,Prime Plus,Canceled by Customer,395,
CNR5954566024,Jayanagar,Bike,Canceled by Driver,1813,
CNR7865019864,Rajajinagar,Prime Sedan,Driver Not Found,209,
CNR9319704803,Whitefield,Prime Sedan,Success,482,3.9
CNR5060871621,Ramamurthy Nagar,Bike,Canceled by Driver,591,
CNR5205808174,KR Puram,Auto,Success,948,4.5
CNR2343515105,RT Nagar,eBike,Canceled by Driver,427,
CNR2403414747,Rajajinagar,Auto,Success,210,4.1
CNR3547153428,Malleshwaram,Prime Plus,Success,173,3.1
CNR6523907234,Nagarbhavi,eBike,Success,708,3.7
CNR9149840781,Padmanabhanagar,Bike,Success,214,4.6
CNR5273637865,Hulimavu,Auto,Success,787,3.3
CNR8673869372,Whitefield,Bike,Success,337,4.2
CNR5467999099,Chamarajpet,Bike,Canceled by Customer,474,
CNR7419563437,Whitefield,eBike,Success,2267,4.6
CNR1451507555,Majestic,Bike,Success,396,3.2
CNR9465516338,Shantinagar,Prime Sedan,Canceled by Driver,1671,
CNR8446690892,Yelahanka,Prime Sedan,Driver Not Found,452,
CNR2064388381,Hebbal,Bike,Success,147,3.9
CNR8834187918,Mysore Road,eBike,Driver Not Found,708,
CNR9902066532,Basavanagudi,Bike,Canceled by Customer,285,
CNR3193795667,Electronic City,Auto,Success,201,4.1
CNR1522402999,Richmond Town,Mini,Canceled by Driver,259,
CNR1254375089,Marathahalli,Prime Plus,Driver Not Found,379,
CNR8646986980,Hosur Road,Prime SUV,Success,368,4.1
CNR6200546054,Majestic,Prime SUV,Success,551,3.2
CNR4274098600,Hennur,Auto,Canceled by Customer,1988,
CNR3964466606,Kammanahalli,Auto,Success,2867,4.6
CNR7058900760,RT Nagar,Bike,Driver Not Found,216,
CNR1167107049,Majestic,Auto,Success,288,3.7
CNR9908202011,Frazer Town,Mini,Success,229,3.5
CNR6764941367,BTM Layout,Prime Plus,Driver Not Found,239,
CNR4303826190,Bannerghatta Road,Auto,Success,256,3.0
CNR7887254176,Magadi Road,Prime Plus,Success,254,3.9
CNR5986990553,Varthur,Auto,Driver Not Found,148,
CNR8427933728,Yelahanka,Auto,Success,775,3.5
CNR1472830137,Kammanahalli,Bike,Success,232,4.0
CNR6495435658,Hennur,Prime SUV,Success,259,3.5
CNR4450256913,Yeshwanthpur,eBike,Success,487,3.3
CNR9087942757,Sarjapur Road,Prime Plus,Success,277,3.4
CNR1737407445,Banashankari,Auto,Canceled by Driver,190,
CNR9775823271,BTM Layout,Prime Sedan,Success,894,4.0
CNR5900559992,Nagarbhavi,Auto,Canceled by Customer,337,
CNR4172168697,Cox Town,eBike,Success,983,3.8
CNR6974386027,Rajajinagar,Prime Plus,Canceled by Driver,380,
CNR2075186535,Tumkur Road,Bike,Success,136,3.5
CNR6471252455,Magadi Road,Bike,Canceled by Customer,299,
CNR2337653301,Langford Town,Bike,Success,471,3.7
CNR6267836202,Sarjapur Road,Auto,Success,484,5.0
CNR4151880112,Hosur Road,Prime Plus,Success,1879,4.2
CNR2530516152,MG Road,Prime Plus,Success,753,3.0
CNR3320704608,Devanahalli,Mini,Success,317,3.8
CNR3246821972,KR Puram,Prime SUV,Success,427,3.4
CNR2361746340,Kammanahalli,Prime SUV,Canceled by Customer,230,
CNR1109955647,Mysore Road,Prime Sedan,Success,343,3.8
CNR3862499166,Majestic,eBike,Success,968,3.9
CNR7096299112,Sahakar Nagar,Prime Plus,Canceled by Customer,394,
CNR6544202305,Basavanagudi,Mini,Canceled by Driver,386,
CNR6292621412,Magadi Road,Prime SUV,Success,413,3.2
CNR6116009311,Whitefield,Prime SUV,Canceled by Driver,2423,
CNR1823281896,Rajarajeshwari Nagar,Prime Sedan,Success,386,3.0
CNR9848351131,Hennur,eBike,Success,784,3.9
CNR1490089352,KR Puram,Auto,Success,468,4.3
CNR1013055241,Richmond Town,Prime Plus,Success,992,3.0
CNR4490714233,Cox Town,Mini,Success,625,4.0
CNR4551899818,Frazer Town,Prime SUV,Success,529,3.9
CNR1533324416,Yelahanka,Auto,Canceled by Customer,119,
CNR9418741307,Chickpet,Prime Sedan,Canceled by Driver,469,
CNR1682309374,Shantinagar,Auto,Success,271,4.4
CNR8757455605,Ulsoor,Prime SUV,Success,258,4.1
CNR7535507007,Koramangala,Bike,Canceled by Driver,142,
CNR7999346508,Malleshwaram,Prime Plus,Success,150,3.4
CNR8783869625,Rajajinagar,eBike,Success,340,4.0
CNR2188222862,Kadugodi,Prime SUV,Success,325,4.1
CNR3489531844,Chickpet,Bike,Driver Not Found,178,
CNR9024628574,Bannerghatta Road,Bike,Driver Not Found,479,
CNR7096545947,Bellandur,Prime Sedan,Canceled by Customer,2688,
CNR4039027531,Shantinagar,Bike,Success,801,3.9
CNR3438586774,Peenya,Prime SUV,Success,244,3.1
CNR4652261915,Rajarajeshwari Nagar,Prime SUV,Driver Not Found,434,
CNR7876542890,Sarjapur Road,Prime SUV,Canceled by Driver,737,
CNR6373785724,Chamarajpet,Bike,Success,732,5.0
CNR9957370961,Bellandur,Prime Plus,Success,849,3.9
CNR8312507533,HSR Layout,eBike,Success,297,3.1
CNR8011504758,RT Nagar,Mini,Canceled by Customer,695,
CNR8715275932,Nagarbhavi,Auto,Canceled by Driver,258,
CNR7520777968,JP Nagar,Bike,Driver Not Found,863,
CNR1549621048,Vijayanagar,eBike,Driver Not Found,116,
CNR3072801759,Kadugodi,Prime Plus,Driver Not Found,292,
CNR8563401446,Frazer Town,Auto,Canceled by Customer,240,
CNR3991101676,Varthur,Mini,Success,238,4.3
CNR5400165193,Varthur,Bike,Success,626,4.9
CNR5162427048,Sahakar Nagar,Prime Plus,Success,309,4.8
CNR1279517258,Richmond Town,Mini,Canceled by Customer,416,
CNR6470301979,Shivajinagar,Prime Sedan,Success,370,3.1
CNR1907079762,Chamarajpet,Bike,Success,225,3.1
CNR3687796120,Jayanagar,Mini,Canceled by Driver,156,
CNR6321387502,Hebbal,Bike,Canceled by Driver,398,
CNR2163720934,BTM Layout,Mini,Canceled by Driver,302,
CNR6296889369,Koramangala,Bike,Canceled by Customer,189,
CNR2878171111,Frazer Town,Prime SUV,Success,330,4.2
CNR6601149298,Vijayanagar,Auto,Success,214,4.8
CNR5517355932,Bannerghatta Road,Prime Plus,Success,286,3.2
CNR2659225945,Magadi Road,Auto,Success,415,4.1
CNR4668375181,Devanahalli,Prime SUV,Success,1170,4.1
CNR2663486306,Hebbal,Bike,Success,370,4.1
CNR7418970224,Hennur,eBike,Canceled by Driver,242,
CNR1314906499,Ulsoor,eBike,Success,264,4.8
CNR7722085710,Rajajinagar,Prime SUV,Success,135,3.8
CNR1087981308,Indiranagar,Bike,Canceled by Customer,216,
CNR5342653513,Koramangala,Bike,Driver Not Found,2906,
CNR6019325464,Rajajinagar,Auto,Driver Not Found,439,
CNR2931845144,BTM Layout,Mini,Success,467,4.6
CNR5897675004,Kammanahalli,Prime SUV,Success,169,4.0
CNR4711764134,Marathahalli,Bike,Success,883,4.2
CNR8597926354,Shantinagar,Prime Sedan,Canceled by Customer,264,
CNR8812701698,Basavanagudi,Mini,Success,102,4.4
CNR1584707064,Basavanagudi,Prime Sedan,Driver Not Found,786,
CNR3145376086,Chamarajpet,Mini,Success,469,3.2
CNR8853978169,Ramamurthy Nagar,Prime Sedan,Success,1259,4.2
CNR2062577383,Koramangala,Prime Plus,Canceled by Customer,319,
CNR9739170480,Nagarbhavi,Mini,Success,325,4.5
CNR2754552843,Jayanagar,Prime Plus,Success,2963,3.6
CNR6025991437,Rajarajeshwari Nagar,Auto,Success,233,4.9
CNR2025023261,Shivajinagar,Auto,Canceled by Customer,344,
CNR6212044191,Banashankari,eBike,Driver Not Found,1252,
CNR6280103086,Majestic,Auto,Success,300,3.5
CNR3428044809,Shivajinagar,Mini,Success,652,3.1
CNR8974504637,Bellandur,Prime Sedan,Success,270,3.3
CNR5586001459,Nagarbhavi,Prime Sedan,Success,296,4.9
CNR8553618921,KR Puram,Auto,Success,758,5.0
CNR8859760837,Magadi Road,Bike,Success,418,3.0
CNR4923914731,Bannerghatta Road,Mini,Canceled by Driver,2379,
CNR4404029242,Bannerghatta Road,Prime Sedan,Success,990,3.8
CNR2717229168,Majestic,eBike,Success,225,3.9
CNR8177299209,Kammanahalli,Mini,Success,183,3.9
CNR5542671444,Mysore Road,Mini,Success,243,3.9
CNR6074356125,Sarjapur Road,Prime SUV,Canceled by Customer,470,
CNR2986783285,Shantinagar,Auto,Canceled by Driver,254,
CNR1914269026,Peenya,eBike,Success,1487,4.1
CNR5812275660,Shivajinagar,Prime Plus,Success,128,3.8
CNR9811710944,Majestic,Prime SUV,Success,135,3.3
CNR2371528917,BTM Layout,Prime Plus,Canceled by Customer,450,
CNR3638416947,Cox Town,Bike,Success,292,3.7
CNR4417361815,Indiranagar,Prime Plus,Driver Not Found,2668,
CNR9747226109,Chickpet,Prime Sedan,Success,161,4.8
CNR1651358470,Peenya,Prime Sedan,Success,348,4.1
CNR9512590719,Banashankari,Prime SUV,Success,387,3.5
CNR8740090330,Varthur,Prime Sedan,Success,320,3.7
CNR4331647455,Basavanagudi,Auto,Canceled by Driver,301,
CNR2098843829,Ramamurthy Nagar,Prime Sedan,Success,456,4.1
CNR3451344470,Mysore Road,Prime Sedan,Driver Not Found,686,
CNR3809237836,Tumkur Road,Mini,Success,417,4.9
CNR8819399758,Indiranagar,Prime Plus,Success,243,3.1
CNR6946157458,Hebbal,Prime Plus,Success,525,3.7
CNR2938826599,Kadugodi,Prime Sedan,Canceled by Driver,685,
CNR7727041509,Yelahanka,Bike,Success,442,4.0
CNR7336204626,Ramamurthy Nagar,Prime Plus,Success,109,3.1
CNR8651791825,Hulimavu,Prime Plus,Canceled by Customer,681,
CNR4041881820,Varthur,Mini,Canceled by Driver,432,
CNR9810682839,Rajarajeshwari Nagar,Auto,Success,286,3.9
CNR4869134101,Magadi Road,Prime Sedan,Success,209,4.3
CNR8517339671,Indiranagar,Prime SUV,Success,424,4.4
CNR8299651041,Richmond Town,Mini,Success,118,4.7
CNR3163472518,Hebbal,Auto,Driver Not Found,483,
CNR8645770096,Shantinagar,Auto,Driver Not Found,490,
CNR2923089970,Rajajinagar,Prime Sedan,Canceled by Driver,332,
CNR3110701658,Sarjapur Road,Auto,Success,898,3.1
CNR7755602504,Shantinagar,Prime Sedan,Success,225,3.1
CNR1038482751,Ulsoor,Prime Plus,Success,2465,4.4
CNR8788792837,Padmanabhanagar,Prime Sedan,Success,1216,3.9
CNR8790719007,Jayanagar,Prime Plus,Success,373,3.1
CNR3421312573,Devanahalli,Bike,Canceled by Driver,282,
CNR6853051785,Magadi Road,eBike,Success,462,3.3
CNR3867653619,Devanahalli,Prime SUV,Success,319,3.6
CNR3282382141,Hosur Road,Prime SUV,Canceled by Driver,367,
CNR5424041443,Majestic,eBike,Success,824,3.0
CNR3786821210,Sahakar Nagar,Prime SUV,Canceled by Customer,140,
CNR7020241223,Frazer Town,Bike,Canceled by Driver,220,
CNR5348410517,Shantinagar,Auto,Canceled by Customer,2699,
CNR6958217330,Shantinagar,eBike,Canceled by Customer,457,
CNR8068839462,Sahakar Nagar,Mini,Success,389,3.7
CNR8705681076,HSR Layout,Mini,Success,1687,5.0
CNR5581728919,Kadugodi,Prime Plus,Success,2309,3.4
CNR7874629014,Electronic City,Prime Plus,Canceled by Driver,273,
CNR3655603930,Majestic,Prime Sedan,Success,375,4.6
CNR7854738658,RT Nagar,Auto,Canceled by Driver,324,
CNR5196282776,Vijayanagar,eBike,Success,145,4.2
CNR5631742511,Electronic City,eBike,Success,302,4.8
CNR7422951854,MG Road,Auto,Success,351,4.5
CNR9408101278,Chickpet,Prime Sedan,Canceled by Driver,470,
CNR1460492351,Tumkur Road,Prime SUV,Driver Not Found,108,
CNR5591159392,Majestic,Prime SUV,Canceled by Customer,980,
CNR5059077510,Yeshwanthpur,Auto,Success,271,4.4
CNR8876063700,Banashankari,Bike,Success,938,4.2
CNR9128006344,Koramangala,Auto,Success,2281,3.7
CNR2638928797,Yelahanka,Prime Plus,Canceled by Customer,331,
CNR9240244364,Sarjapur Road,Prime Sedan,Success,926,4.7
CNR5511880218,Devanahalli,Prime SUV,Driver Not Found,362,
CNR1484307441,Marathahalli,Auto,Success,215,3.6
CNR9277142583,Sahakar Nagar,Bike,Canceled by Driver,979,
CNR5564251558,Bannerghatta Road,Mini,Canceled by Customer,345,
CNR6358418895,Jayanagar,Bike,Success,286,4.7
CNR1681299198,Magadi Road,Prime SUV,Success,294,4.6
CNR4480393287,Rajarajeshwari Nagar,eBike,Success,385,4.9
CNR1469818118,Chickpet,eBike,Success,473,3.8
CNR3953130928,Frazer Town,eBike,Success,337,4.1
CNR3882932150,Nagarbhavi,Auto,Success,354,4.5
CNR9823468072,Mysore Road,Prime SUV,Success,320,3.5
CNR7902530734,Langford Town,Prime Sedan,Canceled by Driver,235,
CNR1280453874,Hebbal,Prime Sedan,Success,182,3.5
CNR9690450095,Padmanabhanagar,Mini,Success,283,4.5
CNR5802793674,Vijayanagar,Prime Plus,Canceled by Driver,167,
CNR2420588027,Shivajinagar,Prime SUV,Success,324,3.9
CNR2869955955,Banashankari,Prime Sedan,Canceled by Customer,220,
CNR6646231312,Whitefield,Prime Plus,Success,296,4.6
CNR7105393312,Yeshwanthpur,Auto,Canceled by Customer,219,
CNR9866910970,Bellandur,Prime Plus,Success,463,4.6
CNR2931653259,Basavanagudi,Mini,Canceled by Customer,439,
CNR3415664253,Yelahanka,Bike,Success,345,3.8
CNR5344837351,Bannerghatta Road,Mini,Success,281,3.4
CNR1953400097,Electronic City,Prime SUV,Canceled by Driver,328,
CNR4446141792,Sahakar Nagar,Prime Sedan,Canceled by Customer,496,
CNR6550623555,Jayanagar,Mini,Success,322,3.3
CNR7462709539,Vijayanagar,Prime SUV,Success,765,4.1
CNR5956832394,Indiranagar,Auto,Success,412,4.2
CNR3150485755,Varthur,Prime SUV,Success,147,4.0
CNR7611280905,Yelahanka,Prime Sedan,Success,290,4.2
CNR9053369356,Kammanahalli,Prime Plus,Canceled by Customer,904,
CNR3122446174,Kadugodi,Prime SUV,Success,420,4.4
CNR2418085943,BTM Layout,Prime Plus,Success,113,4.4
CNR3034367262,Whitefield,Prime Sedan,Success,2175,4.6
CNR1279291740,Ramamurthy Nagar,Bike,Driver Not Found,141,
CNR7676536262,Basavanagudi,Prime SUV,Success,631,4.7
CNR6095207879,Shantinagar,Bike,Success,383,3.9
CNR3949422235,Devanahalli,Bike,Driver Not Found,117,
CNR4615195155,Chickpet,Prime Plus,Canceled by Driver,408,
CNR2734129698,Yeshwanthpur,eBike,Success,360,4.3
CNR8125578165,Hennur,Auto,Canceled by Customer,139,
CNR9857477913,Sarjapur Road,Bike,Success,956,4.6
CNR1283856811,Basavanagudi,Mini,Canceled by Driver,238,
CNR2166406737,Sahakar Nagar,Prime SUV,Driver Not Found,638,
CNR6296464996,Frazer Town,Prime Sedan,Driver Not Found,535,
CNR6749322055,Sarjapur Road,Auto,Canceled by Driver,380,
CNR6955467714,Electronic City,Bike,Success,243,3.3
CNR8895101476,HSR Layout,Auto,Canceled by Driver,459,
CNR2812160843,Majestic,Prime Plus,Success,246,3.4
CNR4940266864,KR Puram,Bike,Success,167,5.0
CNR3165249106,Marathahalli,eBike,Success,986,4.2
CNR1673050458,Shivajinagar,Mini,Driver Not Found,866,
CNR2535731324,Rajarajeshwari Nagar,Auto,Success,486,4.1
CNR6650570625,Malleshwaram,eBike,Canceled by Customer,1512,
CNR2075230132,Hebbal,Prime SUV,Success,1785,4.8
CNR6133888473,Peenya,eBike,Success,839,4.6
CNR6250232447,Hulimavu,Prime Plus,Success,567,4.5
CNR5854350208,Chickpet,eBike,Success,109,4.0
CNR9087982068,Basavanagudi,Prime Sedan,Canceled by Driver,863,
CNR1871046125,Kengeri,Prime SUV,Success,215,3.8
CNR8994728622,Hennur,Mini,Success,442,4.0
CNR7685159645,Frazer Town,Mini,Success,384,3.0
CNR3797724361,Sahakar Nagar,Mini,Canceled by Customer,877,
CNR8702102891,Chickpet,Prime Sedan,Success,285,4.1
CNR9271131611,Tumkur Road,Auto,Success,450,4.9
CNR7768810074,Majestic,Prime Sedan,Success,131,3.7
CNR6590611860,Electronic City,Auto,Success,436,4.5
CNR2108897005,Indiranagar,eBike,Success,132,4.2
CNR2144090614,Nagarbhavi,eBike,Success,162,4.5
CNR7539085553,Rajajinagar,Prime Plus,Success,230,3.8
CNR8830342131,JP Nagar,Bike,Canceled by Driver,413,
CNR3391905237,Rajajinagar,Prime SUV,Success,440,4.6
CNR6204691694,Bannerghatta Road,Prime Plus,Success,508,4.5
CNR5278641785,Ramamurthy Nagar,Mini,Success,2801,3.9
CNR5814644864,Hennur,Prime SUV,Success,567,5.0
CNR2399135366,Hosur Road,Bike,Success,1456,4.5
CNR5092523511,Yeshwanthpur,Auto,Success,245,4.8
CNR4914463452,Sahakar Nagar,eBike,Success,178,4.1
CNR8380447041,Hebbal,Prime Plus,Canceled by Driver,1094,
CNR4228661085,Yeshwanthpur,Auto,Canceled by Customer,312,
CNR4620063752,Yeshwanthpur,Prime SUV,Driver Not Found,422,
CNR1812791057,Majestic,Mini,Canceled by Driver,158,
CNR9784716815,Rajarajeshwari Nagar,Mini,Success,212,4.3
CNR4369438093,Devanahalli,eBike,Success,790,3.6
CNR6612394713,Sahakar Nagar,Auto,Canceled by Customer,106,
CNR1669929617,Mysore Road,Auto,Canceled by Driver,321,
CNR4273123959,KR Puram,Bike,Success,2741,3.4
CNR1696706830,Bannerghatta Road,Mini,Success,949,4.4
CNR4594362494,RT Nagar,Auto,Canceled by Customer,523,
CNR9843628385,Nagarbhavi,Prime Plus,Success,130,3.6
CNR6250191663,Bellandur,eBike,Success,364,4.6
CNR1552364263,KR Puram,Prime SUV,Success,584,3.1
CNR9004059185,Koramangala,Bike,Canceled by Driver,281,
CNR7652459866,Kadugodi,Prime Plus,Success,309,4.9
CNR9230962984,Rajajinagar,Prime Sedan,Success,2264,4.4
CNR3419433369,Bellandur,eBike,Canceled by Driver,2654,
CNR4147125358,KR Puram,Bike,Success,566,4.8
CNR6336546087,Nagarbhavi,Mini,Success,156,3.9
CNR4991690716,Shantinagar,Mini,Success,958,3.2
CNR1175053669,Devanahalli,Bike,Success,512,5.0
CNR1203596111,Ulsoor,Prime Plus,Canceled by Driver,110,
CNR2173118469,Vijayanagar,Mini,Success,1810,3.9
CNR3297012394,Marathahalli,Prime Plus,Success,459,3.4
CNR2954017081,Shantinagar,Prime Plus,Success,777,3.9
CNR9575770828,Hulimavu,Auto,Success,346,3.3
CNR3889881340,Varthur,eBike,Canceled by Driver,229,
CNR9832810894,Bannerghatta Road,Mini,Success,148,4.5
CNR6975045945,Bellandur,Prime Sedan,Success,133,3.3
CNR5061694293,Kadugodi,Mini,Success,348,4.9
CNR7769692189,Chamarajpet,Bike,Canceled by Customer,158,
CNR9213615551,Chamarajpet,Prime Sedan,Success,241,4.2
CNR4546979143,Malleshwaram,Prime Sedan,Success,188,4.3
CNR4121196873,Koramangala,eBike,Success,163,4.8
